日付,曜日,特定日,98番台,,,,,,,,,99番台,,,,,,,,,100番台,,,,,,,,,101番台,,,,,,,,,102番台,,,,,,,,,103番台,,,,,,,,,104番台,,,,,,,,,105番台,,,,,,,,,132番台,,,,,,,,,133番台,,,,,,,,,135番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-02-21,土,いいえ,-227,"7,585",24,30,1/140,-,4.72,64,13.0,"+1,997","8,028",33,35,1/118,-,5.19,11,5.0,"-1,326","5,945",16,19,1/170,-,3.47,45,31.0,-100,"7,786",27,26,1/147,-,3.90,12,1.0,-666,"2,376",8,2,1/238,-,2.05,47,2.0,"-1,090","4,743",15,9,1/198,-,2.06,6,-,"+2,663","8,664",36,42,1/111,-,5.40,14,2.0,"-1,398","2,385",4,5,1/265,-,2.62,51,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-20,金,いいえ,-404,"5,699",20,15,1/163,-,2.78,71,31.0,-630,"4,138",12,14,1/159,-,3.73,17,8.0,-395,"1,527",5,2,1/218,-,2.63,21,2.0,"+2,639","7,899",33,40,1/108,-,5.42,9,9.0,-462,669,1,1,1/335,-,3.08,33,12.0,"+3,164","7,355",34,36,1/105,-,5.38,0,-,-526,"3,941",13,10,1/171,-,2.83,19,2.0,+910,"2,967",14,10,1/124,-,3.87,40,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-19,木,いいえ,-748,"7,358",22,27,1/150,-,4.31,57,3.0,"+1,130","2,803",16,5,1/133,-,2.62,15,4.0,+325,"1,750",7,7,1/125,-,4.02,18,3.0,"+2,103","5,857",23,35,1/101,-,5.44,18,3.0,-292,737,2,1,1/246,-,3.05,24,6.0,-279,"1,175",3,4,1/168,-,3.57,11,1.0,+470,"8,484",28,38,1/129,-,5.21,10,-,-208,251,0,1,1/251,-,3.54,54,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-18,水,いいえ,"-1,026","2,655",6,7,1/204,-,2.99,36,3.0,"+1,180","7,819",28,37,1/120,-,5.30,13,5.0,-423,717,1,2,1/239,-,3.36,29,13.0,"-1,393","4,190",10,12,1/190,-,3.04,33,4.0,-281,440,1,0,1/440,-,3.02,16,3.0,"+1,032","7,173",27,30,1/126,-,4.98,8,-,+113,"2,470",10,6,1/154,-,3.03,16,3.0,-654,"1,164",3,0,1/388,-,2.36,55,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-17,火,いいえ,-335,"1,318",5,0,1/264,-,2.29,30,4.0,-527,"2,723",6,13,1/143,-,4.57,35,5.0,-954,"2,196",6,2,1/275,-,2.12,17,3.0,"-1,500","1,764",1,4,1/353,-,2.84,26,6.0,-646,"2,599",8,5,1/200,-,2.55,14,-,+669,"4,030",17,13,1/134,-,3.74,20,3.0,"-1,801","5,662",12,21,1/172,-,4.09,36,1.0,"-1,936","3,036",5,5,1/304,-,2.14,58,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-16,月,いいえ,"-1,253","4,301",13,7,1/215,-,1.94,24,14.0,-259,"2,985",11,6,1/176,-,2.57,31,4.0,-261,"1,000",3,2,1/200,-,3.11,6,-,"+1,954","8,432",34,37,1/119,-,5.23,10,1.0,-258,838,3,0,1/279,-,2.66,9,3.0,+201,"7,792",24,37,1/128,-,5.27,33,2.0,-137,113,0,0,-,-,3.36,27,3.0,+771,"7,659",26,36,1/124,-,5.27,37,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-15,日,はい,"+1,169","7,877",29,35,1/123,-,5.19,8,4.0,-579,"2,992",9,8,1/176,-,3.05,19,3.0,"+1,151","6,853",29,22,1/134,-,3.83,4,3.0,"+2,314","7,882",37,26,1/125,-,4.12,16,8.0,"+2,091","6,096",31,17,1/127,-,3.31,1,-,"+1,008","5,977",25,20,1/133,-,3.99,47,19.0,-399,"4,222",16,7,1/184,-,2.03,28,9.0,-187,"5,423",18,19,1/147,-,4.02,49,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-14,土,いいえ,-920,"4,763",15,11,1/183,-,2.44,11,3.0,"+1,353","5,165",24,16,1/129,-,3.69,7,1.0,+654,"7,582",29,26,1/138,-,4.13,6,-,-93,"2,320",10,2,1/193,-,2.13,63,22.0,+563,"8,699",34,26,1/145,-,3.35,8,1.0,-746,"2,553",7,6,1/196,-,2.84,76,13.0,"+3,076","7,813",37,33,1/112,-,5.16,24,13.0,-384,733,2,0,1/367,-,2.73,41,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-13,金,いいえ,+875,"4,149",18,14,1/130,-,3.93,3,-,-409,"1,330",4,2,1/222,-,2.79,19,9.0,-373,"4,600",16,12,1/164,-,2.85,10,3.0,-257,"4,776",15,18,1/145,-,4.26,44,15.0,"+1,227","5,189",24,15,1/133,-,3.39,7,4.0,-800,"3,302",10,7,1/194,-,2.52,86,21.0,+480,"6,301",26,16,1/150,-,2.71,65,21.0,+32,"2,905",11,8,1/153,-,3.22,29,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-12,木,はい,+947,"5,052",23,13,1/140,-,2.94,9,2.0,"+1,152","1,743",11,5,1/109,-,3.56,11,2.0,+49,"1,498",7,1,1/187,-,2.45,15,4.0,-380,"2,140",8,2,1/214,-,2.21,28,13.0,"+1,523","4,577",23,13,1/127,-,3.40,7,-,-133,"4,368",12,22,1/128,-,5.06,80,9.0,-120,"4,486",13,21,1/132,-,4.92,71,33.0,-829,"1,836",4,4,1/230,-,2.87,38,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-11,水,いいえ,-682,"4,615",16,9,1/185,-,2.16,28,2.0,-847,"2,636",7,6,1/203,-,2.76,29,1.0,+152,"2,278",10,4,1/163,-,2.64,30,1.0,-99,"5,368",20,14,1/158,-,2.82,26,10.0,-145,"2,315",9,4,1/178,-,2.57,16,4.0,-648,"2,937",10,4,1/210,-,2.12,83,6.0,-964,"5,438",15,19,1/160,-,3.91,77,47.0,-777,"1,137",2,1,1/379,-,2.62,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-10,火,いいえ,-114,"6,054",24,12,1/168,-,2.03,14,1.0,-175,"1,186",5,0,1/237,-,2.40,13,1.0,+769,"3,291",15,10,1/132,-,3.56,37,19.0,+393,"1,712",9,2,1/156,-,2.59,18,4.0,-317,"6,173",23,14,1/167,-,2.29,12,4.0,-405,"1,695",5,4,1/188,-,3.06,72,2.0,-997,"3,850",13,4,1/226,-,1.73,70,33.0,-551,871,2,0,1/436,-,2.60,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-09,月,いいえ,"+1,387","6,547",30,18,1/136,-,3.12,15,4.0,"+1,838","4,575",25,11,1/127,-,2.91,11,2.0,+110,"5,932",22,18,1/148,-,3.42,52,10.0,"-1,168","2,661",7,3,1/266,-,2.04,42,27.0,+302,"3,273",10,18,1/117,-,5.07,9,4.0,-686,"1,479",4,1,1/296,-,2.38,61,9.0,-765,"2,360",6,6,1/197,-,3.00,66,5.0,+34,"3,546",16,3,1/187,-,1.77,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-08,日,いいえ,"+1,852","5,716",29,15,1/130,-,3.06,20,4.0,+819,"6,661",26,24,1/133,-,4.35,20,4.0,+294,"2,898",12,8,1/145,-,3.26,48,7.0,-935,"2,708",7,6,1/208,-,2.69,34,14.0,-353,"1,364",4,3,1/195,-,3.07,16,13.0,+156,"5,415",22,12,1/159,-,2.37,57,9.0,-260,"2,281",8,5,1/175,-,2.85,41,7.0,+397,"5,953",24,16,1/149,-,2.94,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-07,土,いいえ,"+1,769","5,576",28,15,1/130,-,3.15,21,6.0,"-1,229","5,434",17,11,1/194,-,2.06,36,5.0,"-1,357","4,529",11,14,1/181,-,3.30,79,10.0,+882,"5,793",24,19,1/135,-,3.88,31,10.0,"+1,124","5,034",24,12,1/140,-,2.72,15,12.0,"-3,184","5,040",7,12,1/265,-,2.27,69,30.0,"-1,732","3,573",8,6,1/255,-,2.07,39,3.0,+167,"5,277",21,13,1/155,-,2.67,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-06,金,いいえ,-617,"4,513",15,11,1/174,-,2.64,48,15.0,+256,"2,929",12,8,1/146,-,3.23,16,13.0,-987,"2,671",7,5,1/223,-,2.46,59,11.0,+547,"6,517",25,22,1/139,-,4.00,24,2.0,+346,"4,887",16,23,1/125,-,5.02,33,9.0,-867,"1,211",2,1,1/404,-,2.55,22,6.0,"+1,080","7,676",25,42,1/115,-,5.42,24,2.0,+333,"5,637",23,14,1/152,-,2.68,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-05,木,はい,"-1,960","5,239",14,9,1/228,-,1.82,34,4.0,"-1,319","2,058",2,7,1/229,-,3.49,30,3.0,-675,"1,833",5,3,1/229,-,2.62,27,8.0,-409,"3,050",10,8,1/169,-,3.03,36,2.0,+291,"4,741",19,13,1/148,-,3.09,19,5.0,"-1,196","3,253",9,5,1/232,-,2.09,14,14.0,-567,"1,457",4,2,1/243,-,2.66,37,1.0,"+1,054","7,668",30,29,1/130,-,4.65,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-04,水,いいえ,"+1,013","3,908",19,10,1/135,-,3.06,14,1.0,"+2,103","5,863",27,25,1/113,-,5.00,14,1.0,-167,"1,048",4,1,1/210,-,2.78,13,4.0,+421,"4,475",19,11,1/149,-,2.80,20,6.0,-213,"4,355",14,16,1/145,-,4.12,38,16.0,+352,"2,374",9,10,1/125,-,4.28,9,3.0,-520,"1,706",5,3,1/213,-,2.74,22,2.0,+841,"7,806",26,39,1/120,-,5.36,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-03,火,いいえ,-627,"5,607",18,17,1/160,-,3.32,24,8.0,-420,"4,129",14,11,1/165,-,2.96,36,4.0,-702,"3,242",9,10,1/171,-,3.39,4,-,"-1,236","2,375",5,4,1/264,-,2.40,32,1.0,-373,"5,813",20,17,1/157,-,3.20,31,7.0,+222,"2,708",12,5,1/159,-,2.58,11,6.0,-374,"1,457",4,4,1/182,-,3.28,16,5.0,"+1,815","5,526",25,23,1/115,-,4.88,5,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-02,月,はい,-168,"3,604",14,7,1/172,-,2.39,29,4.0,-457,"1,782",6,2,1/223,-,2.43,25,3.0,+579,"3,612",17,7,1/151,-,2.47,3,-,-568,"2,399",7,6,1/185,-,3.00,22,5.0,-738,"2,826",8,7,1/188,-,2.89,30,1.0,-86,"1,269",5,2,1/181,-,2.89,17,8.0,"+1,105","3,991",19,12,1/129,-,3.57,9,4.0,"+4,551","7,648",43,31,1/103,-,5.12,5,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-01,日,いいえ,+503,"6,478",24,24,1/135,-,4.43,16,2.0,-542,"2,298",7,5,1/192,-,2.80,13,4.0,-949,"2,218",5,5,1/222,-,2.81,14,1.0,"-1,028","5,234",15,16,1/169,-,3.31,13,4.0,-401,746,2,0,1/373,-,2.72,25,7.0,+78,"2,985",12,7,1/157,-,2.87,16,2.0,-90,"4,193",16,10,1/161,-,2.69,18,2.0,-507,"8,689",23,44,1/130,-,5.36,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,いいえ,-566,"3,803",13,8,1/181,-,2.44,20,5.0,+720,"6,507",25,24,1/133,-,4.44,9,2.0,+526,"3,992",19,6,1/160,-,2.05,3,2.0,"+1,467","7,921",34,26,1/132,-,4.00,1,-,-47,"3,920",16,7,1/170,-,2.21,15,6.0,"+1,195","6,392",29,17,1/139,-,2.97,22,2.0,-737,"1,964",5,4,1/218,-,2.77,20,5.0,+393,"7,143",26,26,1/137,-,4.38,7,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,いいえ,+396,"7,991",32,21,1/151,-,2.71,17,4.0,"-1,002","4,510",12,15,1/167,-,3.64,10,1.0,"+2,176","6,011",28,25,1/113,-,4.95,9,-,-53,"1,816",7,4,1/165,-,3.00,9,-,"+1,996","6,983",27,38,1/107,-,5.42,11,1.0,-295,"2,015",7,4,1/183,-,2.79,56,39.0,+693,"5,638",23,18,1/138,-,3.73,17,4.0,-69,"2,929",10,10,1/146,-,3.76,13,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,-525,"1,343",4,1,1/269,-,2.49,17,3.0,"+1,426","4,063",21,11,1/127,-,3.27,6,-,+788,"4,252",19,12,1/137,-,3.30,14,6.0,"+1,106","5,347",24,16,1/134,-,3.51,7,1.0,-139,"3,580",14,7,1/170,-,2.41,40,23.0,-99,"1,487",6,2,1/186,-,2.70,59,19.0,+131,"2,813",11,8,1/148,-,3.32,17,3.0,-187,"5,195",17,19,1/144,-,4.19,8,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,いいえ,+627,"4,226",19,10,1/146,-,2.76,15,2.0,-61,625,2,2,1/156,-,3.51,8,2.0,+547,"6,797",28,18,1/148,-,2.84,25,10.0,+150,500,3,0,1/167,-,3.03,13,5.0,+103,"5,134",19,16,1/147,-,3.54,27,2.0,+149,"1,442",6,4,1/144,-,3.38,57,14.0,-293,"4,519",16,12,1/161,-,2.93,43,16.0,"+1,683","3,813",17,21,1/100,-,5.22,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,"-1,460","3,946",9,11,1/197,-,2.96,18,3.0,"+1,308","5,804",27,16,1/135,-,3.18,1,-,-317,"5,132",20,9,1/177,-,1.96,42,5.0,-278,932,3,1,1/233,-,2.87,15,8.0,-466,"2,443",8,5,1/188,-,2.70,49,7.0,-386,"1,516",5,2,1/217,-,2.64,81,32.0,+692,"5,064",21,16,1/137,-,3.68,37,19.0,+600,"6,814",26,24,1/136,-,4.23,7,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,いいえ,+310,"5,349",22,13,1/153,-,2.64,11,4.0,+252,"1,149",5,4,1/128,-,3.68,7,-,"-1,595","6,147",16,19,1/176,-,3.28,20,3.0,+211,945,5,1,1/158,-,2.93,14,3.0,-159,"4,934",17,16,1/150,-,3.67,23,3.0,-38,"2,140",9,3,1/178,-,2.47,75,36.0,+195,"3,335",13,10,1/145,-,3.44,39,16.0,+488,"4,579",19,13,1/143,-,3.25,17,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,はい,+854,"4,277",19,13,1/134,-,3.56,10,5.0,-332,"6,335",20,24,1/144,-,4.43,12,2.0,"+1,490","7,052",28,31,1/120,-,5.13,5,-,"+1,837","5,160",26,16,1/123,-,3.77,18,6.0,+703,"8,105",33,23,1/145,-,3.11,26,2.0,-770,"2,773",8,6,1/198,-,2.66,74,45.0,"-1,194","2,994",7,7,1/214,-,2.70,29,3.0,-363,"5,805",20,17,1/157,-,3.20,24,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,いいえ,-155,"4,137",17,6,1/180,-,1.93,13,8.0,"+2,361","7,472",35,27,1/121,-,4.56,5,-,"-1,036","1,556",3,1,1/389,-,2.29,16,3.0,-618,"3,559",12,7,1/187,-,2.37,54,1.0,-943,"6,264",18,22,1/157,-,4.00,53,28.0,"-1,127","5,316",15,16,1/171,-,3.23,71,17.0,-674,"3,348",10,9,1/176,-,3.02,13,8.0,"+1,666","5,531",21,32,1/104,-,5.40,25,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,いいえ,"+1,310","6,248",28,19,1/133,-,3.59,4,-,-768,"1,831",5,2,1/262,-,2.36,10,2.0,+342,"2,114",10,4,1/151,-,2.80,8,4.0,-361,"3,763",14,7,1/179,-,2.27,49,20.0,-975,"6,290",18,22,1/157,-,3.97,22,10.0,-909,"1,244",2,1,1/415,-,2.52,29,7.0,+555,"3,711",17,8,1/148,-,2.63,12,2.0,-686,"1,714",4,4,1/214,-,3.00,51,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,はい,-736,"4,567",16,8,1/190,-,2.01,10,2.0,+457,"2,435",12,4,1/152,-,2.56,8,-,-103,"2,016",7,6,1/155,-,3.41,12,2.0,-715,"1,976",4,7,1/180,-,3.66,26,8.0,+651,"4,958",23,9,1/155,-,2.10,17,5.0,-254,"1,615",6,2,1/202,-,2.58,18,1.0,"-1,870","5,134",15,6,1/244,-,1.56,30,4.0,-944,"1,065",1,1,1/533,-,2.66,36,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,+204,"2,545",10,8,1/141,-,3.57,7,3.0,"+1,663","6,641",29,25,1/123,-,4.62,10,1.0,-209,"1,578",6,2,1/197,-,2.61,4,-,+669,"2,548",13,5,1/142,-,2.76,25,15.0,-895,"3,757",13,4,1/221,-,1.77,26,1.0,-228,"1,514",6,1,1/216,-,2.41,9,1.0,-258,"3,787",13,11,1/158,-,3.26,8,1.0,"+1,542","8,029",31,36,1/120,-,5.24,31,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,いいえ,-664,"5,161",18,11,1/178,-,2.24,8,5.0,-236,"1,948",5,9,1/139,-,4.29,22,11.0,"+1,631","7,816",33,29,1/126,-,4.63,0,-,-51,"3,983",14,13,1/148,-,3.68,49,22.0,+882,"5,996",27,14,1/146,-,2.51,27,5.0,+39,879,4,1,1/176,-,2.96,3,3.0,+462,"5,333",21,17,1/140,-,3.69,11,3.0,-723,"7,004",19,31,1/140,-,5.02,73,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,+646,"3,636",17,8,1/145,-,2.70,4,4.0,-612,999,2,1,1/333,-,2.76,25,13.0,"+2,009","8,457",33,41,1/114,-,5.38,0,-,-202,"3,038",10,10,1/152,-,3.64,30,5.0,-365,"2,409",9,3,1/201,-,2.25,33,3.0,-53,826,3,2,1/165,-,3.32,12,3.0,"+2,490","7,910",38,26,1/124,-,4.13,9,5.0,-187,154,0,0,-,-,3.31,70,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,いいえ,+207,"3,869",16,9,1/155,-,2.72,4,1.0,"+2,693","7,803",36,32,1/115,-,5.07,20,16.0,-605,"5,044",15,18,1/153,-,4.02,3,-,-599,"4,246",15,8,1/185,-,2.18,22,2.0,"-1,021","2,613",7,4,1/238,-,2.27,20,16.0,-468,"4,059",15,7,1/185,-,2.10,4,1.0,+249,"5,112",21,12,1/155,-,2.57,38,16.0,-617,"1,370",3,3,1/228,-,3.02,70,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,いいえ,+529,"7,280",23,37,1/121,-,5.34,2,2.0,+913,"6,496",28,18,1/141,-,3.10,50,27.0,"+1,148","5,698",27,13,1/142,-,2.51,2,2.0,-356,"8,950",26,41,1/134,-,5.25,15,5.0,"+2,552","8,354",40,27,1/125,-,4.05,10,8.0,"+3,248","7,206",38,25,1/114,-,4.46,0,-,-623,"4,266",15,8,1/185,-,2.16,23,8.0,-820,"4,220",14,8,1/192,-,2.17,52,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-16,金,いいえ,+195,"6,611",28,12,1/165,-,1.85,5,4.0,-461,"1,083",3,1,1/271,-,2.71,81,46.0,"+1,178","3,644",18,11,1/126,-,3.60,1,-,+891,"3,861",16,16,1/121,-,4.59,9,3.0,-476,"2,036",6,5,1/185,-,3.04,21,3.0,"+2,199","7,723",39,18,1/135,-,2.45,6,1.0,-540,"1,673",4,5,1/186,-,3.36,18,9.0,+483,"2,206",11,4,1/147,-,2.74,35,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-15,木,はい,-568,"4,893",19,6,1/196,-,1.67,7,2.0,-565,"2,060",5,7,1/172,-,3.60,81,17.0,"+2,015","8,739",34,42,1/115,-,5.38,5,-,-425,"1,004",2,3,1/201,-,3.40,20,5.0,-108,"4,465",18,8,1/172,-,2.11,13,6.0,+404,"5,460",21,18,1/140,-,3.83,15,2.0,+41,541,2,2,1/135,-,3.61,7,2.0,"-1,408","3,586",9,7,1/224,-,2.27,64,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-14,水,いいえ,"+1,157","5,067",24,13,1/137,-,2.95,3,-,-105,294,1,0,1/294,-,3.19,80,25.0,"+1,478","9,231",35,40,1/123,-,5.22,18,1.0,-345,284,0,0,-,-,3.16,17,11.0,"-1,099","3,044",8,6,1/217,-,2.43,6,3.0,"+1,126","4,004",18,15,1/121,-,4.32,18,1.0,"-1,174","2,690",6,6,1/224,-,2.67,20,2.0,-715,"1,035",1,3,1/259,-,3.32,55,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-13,火,いいえ,"+1,584","5,913",29,15,1/134,-,2.88,12,5.0,-771,"3,061",9,7,1/191,-,2.70,89,45.0,+733,"9,270",33,38,1/131,-,5.03,44,2.0,"+1,129","4,912",22,16,1/129,-,3.87,19,7.0,+384,"2,397",10,8,1/133,-,3.73,2,-,-504,"1,148",2,4,1/191,-,3.56,32,13.0,+393,"1,528",7,5,1/127,-,3.65,7,5.0,-591,"2,448",6,9,1/163,-,3.83,42,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-12,月,はい,"+1,074","7,928",34,22,1/142,-,3.05,18,2.0,"-1,030","6,294",22,11,1/191,-,1.77,91,43.0,+173,"4,116",14,17,1/133,-,4.54,48,10.0,+221,"5,324",20,17,1/144,-,3.67,16,8.0,+41,"1,085",5,1,1/181,-,2.78,3,-,"+1,990","6,262",30,21,1/123,-,4.14,18,2.0,-362,"7,448",26,22,1/155,-,3.20,8,5.0,-605,"2,014",5,6,1/183,-,3.34,38,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-11,日,いいえ,+791,"6,785",27,23,1/136,-,4.06,39,3.0,-507,"3,804",14,6,1/190,-,2.05,82,8.0,"-1,320","4,692",12,14,1/180,-,3.18,74,35.0,-175,"1,709",6,4,1/171,-,3.08,23,18.0,-47,"2,960",11,8,1/156,-,3.16,3,-,"+2,796","8,274",36,39,1/110,-,5.36,29,6.0,"+4,817","8,132",46,32,1/104,-,5.08,5,2.0,+957,"4,321",20,12,1/135,-,3.26,36,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-10,土,いいえ,+962,"9,240",33,40,1/127,-,5.20,64,1.0,-236,"3,274",11,10,1/156,-,3.43,56,1.0,-209,"2,855",11,5,1/178,-,2.43,63,7.0,+523,"2,668",13,5,1/148,-,2.65,17,5.0,"+3,018","8,476",39,36,1/113,-,5.21,0,-,"-1,947","4,446",11,7,1/247,-,1.84,75,11.0,-294,"6,462",20,26,1/140,-,4.69,12,12.0,+130,"1,714",8,2,1/171,-,2.55,55,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-09,金,いいえ,-197,"5,419",23,6,1/187,-,1.56,94,12.0,-334,"1,424",4,4,1/178,-,3.32,43,5.0,-345,"4,195",15,10,1/168,-,2.66,38,1.0,-761,"2,063",5,5,1/206,-,2.97,37,30.0,+364,"3,959",14,17,1/128,-,4.65,7,-,-707,"1,780",5,2,1/254,-,2.40,49,6.0,+621,"3,479",15,11,1/134,-,3.66,7,-,-735,"1,675",4,3,1/239,-,2.74,82,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-08,木,いいえ,"-1,504","3,249",7,7,1/232,-,2.47,95,27.0,-322,"1,879",7,2,1/209,-,2.38,33,21.0,"-1,103","3,830",11,8,1/202,-,2.36,39,6.0,-694,572,0,0,-,-,2.83,33,21.0,"+1,867","5,264",27,15,1/125,-,3.42,12,5.0,-340,"1,142",3,3,1/190,-,3.28,41,2.0,-425,"2,678",7,11,1/149,-,4.18,7,-,-570,"4,906",16,14,1/164,-,3.11,68,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-07,水,いいえ,-409,"1,614",5,3,1/202,-,2.83,73,11.0,"-1,451","4,721",12,13,1/189,-,2.88,32,4.0,-268,"1,785",6,4,1/179,-,3.00,28,11.0,-488,"4,264",14,12,1/164,-,3.11,17,12.0,+760,"3,077",14,10,1/128,-,3.75,36,4.0,-521,"1,578",4,4,1/197,-,3.15,38,2.0,"+3,491","8,393",42,32,1/113,-,4.91,5,-,-188,650,2,1,1/217,-,3.15,62,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
